filename	sentence	link
L091217001-CC.superconductors.tei.xml	The 300 ml sample did not become single phase even after it was stored for a month.	0
L091217001-CC.superconductors.tei.xml	The magnetic susceptibility of each sample, which was measured within a few days after filtration, is shown in .	0
L091217001-CC.superconductors.tei.xml	As seen in this figure, all the samples except the 1000 ml one showed superconductivity.	0
L091217001-CC.superconductors.tei.xml	The variation of T c is shown as a function of V w in the inset.	0
L091217001-CC.superconductors.tei.xml	Obviously, the samples immersed in the water with V w ≤ 300 ml showed better superconducting properties, although they are not single phase.	0
L091217001-CC.superconductors.tei.xml	On the other hand, the superconducting properties changed after the storage as seen in .	0
L091217001-CC.superconductors.tei.xml	The superconducting properties of the 500 ml and 1000 ml samples were improved drastically after they were stored for 2 weeks, while those of the 300 ml sample became rather bad after the 2 month storage.	0
L091217001-CC.superconductors.tei.xml	These facts are consistent with the idea that, during the storage, the intercalation and/or deintercalation of water can proceed through the gas and the Na atoms can also be deintercalated being extracted as NaOH.	0
L091217001-CC.superconductors.tei.xml	T c seems to depend on both the Na and the	0
L091217001-CC.superconductors.tei.xml	M/H-T curves of the samples immersed in water with various V w measured a few days after filtration.	0
L091217001-CC.superconductors.tei.xml	The inset shows T c of the samples.	0
L091217001-CC.superconductors.tei.xml	Variations of M/H-T curves after the storage for the samples with V w = 500 ml (a), 1000 ml (b), and 300 ml (c).	0
L091217001-CC.superconductors.tei.xml	water content and there seems to be optimum values in them.	0
L091217001-CC.superconductors.tei.xml	According to the present study, the best synthesis condition is the immersion to 500 ml water for 1 g of the starting oxide followed by 2 weeks storage under 70% humidity.	0
L091217001-CC.superconductors.tei.xml	The M/H-T curves measured under various magnetic fields are shown in .	0
L091217001-CC.superconductors.tei.xml	The samples A and B are different from those mentioned above.	0
L091217001-CC.superconductors.tei.xml	Each sample was single phases.	0
L091217001-CC.superconductors.tei.xml	The transition temperatures of samples A and B without magnetic field, T c (0), are approximately 4.2 and 4.6 K, respectively.	0
L091217001-CC.superconductors.tei.xml	As shown in , T c under H ≥ 5 T is hard to determine for the both samples, because the superconducting transitions are broad .	0
L091217001-CC.superconductors.tei.xml	However, it is notable that the superconductivity of sample A is suppressed almost completely under 7 T while M/H of sample B shows clear downturn below, at least, 3.5 K even under 7 T. Two explanations are possible for this result.	0
L091217001-CC.superconductors.tei.xml	First, H c2 depends strongly on the sample quality and is improved greatly with slight increase of T c. Second, since 7 T M/H-T curves of samples A and B both start to deviate from the linear lines near T c (0) (see ), their T c do not decrease significantly under 7 T but their superconducting volume fractions are different under 7 T. In either case, H c2 seems to be quite high if it is measured for a high quality of sample.	0
L091217001-CC.superconductors.tei.xml	The important thing is that the superconductivity under high magnetic field depends strongly on T c , and T c is influenced by the synthesis conditions such as the volume of water	0
L091217001-CC.superconductors.tei.xml	M/H-T curves of the samples A (a) and B (b) measured under various fields.	0
L091217001-CC.superconductors.tei.xml	All the curves except those under 10 kOe are off-set to be distinguished.	0
L091217001-CC.superconductors.tei.xml	The dotted lines are visual guides.	0
L091217001-CC.superconductors.tei.xml	in the hydration process or the storage time as mentioned above.	0
L091217001-CC.superconductors.tei.xml	This seems to be the reason for the inconsistent experimental results reported for the present system especially in the estimations of H c2 and the NMR measurements.	0
L091217001-CC.superconductors.tei.xml	Our high quality samples with high T c values have been investigated by µSR, NMR, specific heat measurements, and magnetic measurementsto give consistent results.	0
L091217001-CC.superconductors.tei.xml	In 1/ 59 T 1 T determined by NMR, superconducting transition is detected clearly with T c at approximately 4 K even under a high magnetic field of ∼7 Tconsistent with the high H c2 estimated from the specific heat and magnetic measurements.	0
L091217001-CC.superconductors.tei.xml	We synthesized powder samples of Na x CoO 2 · yH 2 O by changing the volume of water in the hydration process, and investigated their superconducting properties.	1
L091217001-CC.superconductors.tei.xml	The single phase of Na x CoO 2 · yH 2 O was obtained when the volume of water was 500 ml and 1000 ml per 1 g of starting materials of Na 0.7 CoO 2 .	0
L091217001-CC.superconductors.tei.xml	T c of the sample changed gradually while it was stored in the atmosphere of the humidity of 70%.	0
L091217001-CC.superconductors.tei.xml	The superconducting properties under high magnetic field were very sensitive to T c , and thus, to the synthesis conditions.	0
L091217001-CC.superconductors.tei.xml	These facts suggest that discrepancies in experimental results for the present compound result from the difference in sample quality.	0
L091217001-CC.superconductors.tei.xml	H c2 is obviously higher than 7 T in a high quality sample.	0
L088207005-CC.superconductors.tei.xml	Evidence for a Transition in the Pairing Symmetry of the Electron-Doped Cuprates	0
L088207005-CC.superconductors.tei.xml	We present measurements of the magnetic penetration depth, λ −2 (T ), in Pr2−xCexCuO4−y and La2−xCexCuO4−y films at three Ce doping levels, x, near optimal.	0
L088207005-CC.superconductors.tei.xml	Optimal and overdoped films are qualitatively and quantitatively different from underdoped films.	0
L088207005-CC.superconductors.tei.xml	For example, λ −2 (0) decreases rapidly with underdoping but is roughly constant above optimal doping.	0
L088207005-CC.superconductors.tei.xml	Also, λ −2 (T ) at low T is exponential at optimal and overdoping but is quadratic at underdoping.	0
L088207005-CC.superconductors.tei.xml	In light of other studies that suggest both d -and s-wave pairing symmetry in nominally optimally doped samples, our results are evidence for a transition from d -to s-wave pairing near optimal doping.	0
L088207005-CC.superconductors.tei.xml	PACS numbers: 74.25.Fy, 74.76.Bz, 74.72.Jt	0
L088207005-CC.superconductors.tei.xml	A variety of experiments have demonstrated that hole-doped cuprates possess a predominantly d x 2 −y 2 gap .	0
L088207005-CC.superconductors.tei.xml	In contrast, there is no consensus concerning order parameter symmetry in electron-doped cuprates.	0
L088207005-CC.superconductors.tei.xml	Phase-sensitive , angel resolved photoemission spectroscopy , and some penetration depth measurements on nominally identical optimally doped Pr 2−x Ce x CuO 4−y (PCCO) and Nd 2−x Ce x CuO 4−y (NCCO) samples suggest d -wave pairing.	0
L088207005-CC.superconductors.tei.xml	Other penetration depth measurements and the absence of a zero-bias conductance peak in tunnelling measurements indicate s-wave superconductivity.	0
L088207005-CC.superconductors.tei.xml	To date, experimental studies of e-doped cuprates have concentrated on optimally doped samples.	0
L088207005-CC.superconductors.tei.xml	To explore the pairing symmetry controversy, we present measurements of λ −2 (T ) in PCCO and La 2−x Ce x CuO 4−y (LCCO) films at three dopings, x, near optimal.	0
L088207005-CC.superconductors.tei.xml	The curvature near T c and the low-temperature magnitude of the superfluid density, n s (T ) ∝ λ −2 (T ), depend strongly on doping.	0
L088207005-CC.superconductors.tei.xml	Furthermore, the temperature dependence of λ −2 (T )/λ −2 (0) at low T changes with doping: it is exponential at optimal and overdoping, but quadratic at underdoping.	0
L088207005-CC.superconductors.tei.xml	These phenomena indicate some sort of transition near optimal doping.	0
L088207005-CC.superconductors.tei.xml	Our results here are consistent with the transition being from d -to s-wave pairing.	0
L088207005-CC.superconductors.tei.xml	Contradictory e-doped pairing symmetry results can thus be reconciled, if nominally optimally doped samples that exhibit d -wave properties are in reality underdoped.	0
L088207005-CC.superconductors.tei.xml	Films were prepared by molecular-beam epitaxy (MBE) on 12.7 mm × 12.7 mm × 0.35 mm SrTiO 3 substrates as detailed elsewhere .	0
L088207005-CC.superconductors.tei.xml	The same procedures and parameters were used for all films of a given compound.	0
L088207005-CC.superconductors.tei.xml	summarizes film properties.	0
L088207005-CC.superconductors.tei.xml	Ce concentrations are measured by inductively coupled plasma spectroscopy and are known to better than ±0.005.	0
L088207005-CC.superconductors.tei.xml	"We refer to the LCCO film with x = 0.112 and the PCCO film with x = 0.145 as ""optimally doped"", although the optimal x may be slightly smaller than these values ."	0
L088207005-CC.superconductors.tei.xml	The optimal PCCO film is film P3 from Ref. .	0
L088207005-CC.superconductors.tei.xml	The films are highly c-axis oriented, and their ab-plane resistivities, ρ(T ) in , are low.	0
L088207005-CC.superconductors.tei.xml	Resistivities in our e-doped films are lower than in e-doped crystals and high-quality crystals of La 2−x Sr x CuO 4 , the h-doped cousin of PCCO and LCCO.	0
L088207005-CC.superconductors.tei.xml	ρ(T ) in our films decreases monotonically with increasing doping, and ρ(T ) just above T c decreases by a factor of two between under-and optimal doping.	0
L088207005-CC.superconductors.tei.xml	We measure λ −2 (T ) with a low frequency two-coil mutual inductance technique described in detail elsewhere .	0
L088207005-CC.superconductors.tei.xml	A film is centered between two small coils, and a current at about 50 kHz in one coil induces eddy currents in the film.	0
L088207005-CC.superconductors.tei.xml	Currents are approximately uniform through the film thickness.	0
L088207005-CC.superconductors.tei.xml	Data have been measured to be independent of frequency for 10 kHz ≤ f ≤ 100 kHz.	0
L088207005-CC.superconductors.tei.xml	Magnetic fields from the primary coil and the film are measured as a voltage across the secondary coil.	0
L088207005-CC.superconductors.tei.xml	We have checked that the typical excitation field (100 µTesla ⊥ to film) is too small to create vortices in the film.	0
L088207005-CC.superconductors.tei.xml	Because the coils are much smaller than the film, the applied field is concentrated near the film's center and demagnetizing effects at the film perimeter are irrelevant.	0
L088207005-CC.superconductors.tei.xml	All data presented here are in the linear response regime.	0
L088207005-CC.superconductors.tei.xml	The film's sheet conductivity, σ(T )d = σ 1 (T )d − iσ 2 (T )d with d the film thickness, is deduced from the measured mutual inductance.	0
L088207005-CC.superconductors.tei.xml	σ 1 is large enough to be detectable only near T c .	0
L088207005-CC.superconductors.tei.xml	We define T c and ∆T c to be the temperature and full-width of the peak in σ 1 .	0
L088207005-CC.superconductors.tei.xml	λ −2 (T ) is obtained from the imaginary part of the conductivity as λ −2 (T ) ≡ µ 0 ωσ 2 (T ), where µ 0 is the magnetic permeability of vacuum.	0
L088207005-CC.superconductors.tei.xml	Experimental noise is typically 0.2% of λ −2 (0) at low temperatures and is at least partly due to slow drift in amplifier gain.	0
L088207005-CC.superconductors.tei.xml	The 10% uncertainty in d is the largest source of error in λ −2 (T ).	0
L088207005-CC.superconductors.tei.xml	This uncertainty does not impact the temperature dependence of λ −2 (T )/λ −2 (0).	0
L088207005-CC.superconductors.tei.xml	As the films were grown in the same MBE apparatus on successive runs, we estimate the relative uncertainty in λ −2 (0) in each material to be ±5%.	0
L088207005-CC.superconductors.tei.xml	Measurement of σ 1 (T ) is a stringent test of film quality, as inhomogeneities in any layer will increase ∆T c .	0
L088207005-CC.superconductors.tei.xml	Figure 2 displays σ 1 (T ) measured at 50 kHz for each film.	0
L088207005-CC.superconductors.tei.xml	∆T c is typically ≤ 1 K and indicates excellent film quality.	0
L088207005-CC.superconductors.tei.xml	Structure in σ 1 is due to layers with slightly different T c 's. The small peak at 19.7 K in the data from the overdoped LCCO film is probably due to a tiny bad spot at the film edge.	0
L088207005-CC.superconductors.tei.xml	No corresponding feature in λ −2 (T ) is apparent at 19.7 K , indicating that this transition is unimportant to analysis of the data.	0
L088207005-CC.superconductors.tei.xml	T c's determined from resistivity () and penetration depth measurements (Figs. 2 and 3) are identical.	0
L088207005-CC.superconductors.tei.xml	A few more words about film quality are in order.	0
L088207005-CC.superconductors.tei.xml	Maximum T c 's of e-doped films are the same as or superior to those of e-doped crystals .	0
L088207005-CC.superconductors.tei.xml	Resistivities of films are lower .	0
L088207005-CC.superconductors.tei.xml	Crystals have intrinsic homogeneity problems -e.g., Ce-poor surfaces and gradients in Ce content -as the reduction process required to remove interstitial apical oxygen can cause phase decomposition in bulk samples .	0
L088207005-CC.superconductors.tei.xml	Optimized LCCO crystals have yet to be grown, so a comparison of LCCO films with crystals is impossible .	0
L088207005-CC.superconductors.tei.xml	displays λ −2 (T ) for all films.	0
L088207005-CC.superconductors.tei.xml	The most important feature is that the evolution of λ −2 (T ) with doping is the same in PCCO and LCCO, despite some quantitative differences, such as the optimal values of T c and λ −2 (0) in LCCO being 20% higher and 30% lower, respectively, than in PCCO.	0
L088207005-CC.superconductors.tei.xml	For a given compound, λ −2 (0) is about the same at optimal and overdoping, but is a factor of 2 smaller at underdoping.	0
L088207005-CC.superconductors.tei.xml	Upward curvature in λ −2 (T ) near T c appears only at and above optimal doping.	0
L088207005-CC.superconductors.tei.xml	We emphasize that this feature is not due to inhomogeneity .	0
L088207005-CC.superconductors.tei.xml	A more thorough analysis of the data reveals that the upward curvature can be ascribed to the energy dependence of the density of states and is an important aspect of e-doped film behavior.	0
L088207005-CC.superconductors.tei.xml	We now examine the low-temperature behavior of λ −2 (T ), shown in Figs. 4 and 5.	0
L088207005-CC.superconductors.tei.xml	We have previously found that λ −2 (T )/λ −2 (0) in optimally doped PCCO films is reproducibly exponential at low temperatures and obeys the equation where t ≡ T /T c and D = 0.85 = ∆ min /k B T c .	0
L088207005-CC.superconductors.tei.xml	In optimal LCCO , an exponential fits λ −2 (T ) with a best-fit value for the minimum gap of 0.73 k B T c .	0
L088207005-CC.superconductors.tei.xml	A quadratic fit lies outside the experimental noise level and is therefore unacceptable.	0
L088207005-CC.superconductors.tei.xml	In overdoped PCCO and LCCO , the first ∼ 5% drop in λ −2 (T )/λ −2 (0) also displays an exponential temperature dependence, with values of D (0.55 and 0.46, respectively) substantially smaller than at optimal doping.	0
L088207005-CC.superconductors.tei.xml	A best quadratic fit to overdoped PCCO data lies outside the experimental noise in places and is statistically poorer.	0
L088207005-CC.superconductors.tei.xml	For overdoped LCCO, the data are clearly very flat at low temperatures, and a quadratic fit is extremely poor.	0
L088207005-CC.superconductors.tei.xml	In underdoped PCCO and LCCO , the first ∼ 5% drop in λ −2 (T )/λ −2 (0) is consistent with quadratic behavior.	0
L088207005-CC.superconductors.tei.xml	Lower experimental temperatures are needed to rule out an exponential dependence with a very small gap (D = 0.46 and 0.60 in underdoped PCCO and LCCO, respectively) in these films.	0
L088207005-CC.superconductors.tei.xml	Values of T 0 from best fits of 1 − (T /T 0 ) 2 to λ −2 (T )/λ −2 (0) are 20.3 K and 39.3 K for underdoped PCCO and LCCO, respectively.	0
L088207005-CC.superconductors.tei.xml	The picture that emerges from the data presented here, and from data on many other films , is that there is some sort of transition near optimal doping.	0
L088207005-CC.superconductors.tei.xml	Three different features of the superfluid density -low-T magnitude, near-T c curvature, and low-T temperature dependence -change abruptly.	0
L088207005-CC.superconductors.tei.xml	In our PCCO films, the changes occur over a doping range with essentially the same T c. We note that there is an abrupt transition in the behavior of h-doped cuprates near optimal doping, which is associated with the onset of a pseudogap .	0
L088207005-CC.superconductors.tei.xml	It may be coincidental that there are transitions in e-doped and h-doped cuprate behavior near optimal doping.	0
L088207005-CC.superconductors.tei.xml	We can only speculate as to the nature of the transition.	0
L088207005-CC.superconductors.tei.xml	On the basis of the transition from quadratic to exponential behavior at low temperatures, we surmise that the pairing symmetry changes from d -wave to s-wave near optimal doping.	0
L088207005-CC.superconductors.tei.xml	This conclusion is bolstered by recent tunnelling measurements that are also consistent with a d -to s-wave pairing transition near optimal doping in PCCO.	0
L088207005-CC.superconductors.tei.xml	There is no d -wave model that predicts flatter-than-T 2 behavior for the superfluid density at low temperatures .	0
L088207005-CC.superconductors.tei.xml	We note that the picture would be clearer if the underdoped films exhibited a crossover from quadratic to linear behavior at low temperatures, as predicted for weakly disordered d -wave superconductors .	0
L088207005-CC.superconductors.tei.xml	We have presented high-precision measurements of λ −2 (T ) in PCCO and LCCO films at various dopings near optimal.	0
L088207005-CC.superconductors.tei.xml	Film quality is demonstrably high.	0
L088207005-CC.superconductors.tei.xml	The two compounds, despite quantitative differences in T c and other parameters, behave similarly with doping.	0
L088207005-CC.superconductors.tei.xml	λ −2 (0) increases rapidly as optimal doping is approached from below and is roughly constant above optimal doping.	0
L088207005-CC.superconductors.tei.xml	Upward curvature in λ −2 (T ) near T c, not associated with film inhomogeneity, develops at optimal doping and grows with overdoping.	0
L088207005-CC.superconductors.tei.xml	At low T , the temperature dependence of λ −2 (T ) is exponential at optimal and overdoping, but is quadratic at underdoping.	0
L088207005-CC.superconductors.tei.xml	Exponential behavior is consistent with a gapped state, e.g., s-wave superconductivity, while T 2 is usually associated with d -wave superconductivity.	0
L088207005-CC.superconductors.tei.xml	This apparent transition in pairing symmetry would reconcile contradictory literature results on e-doped cuprates, if nominally optimally doped samples that exhibit d -wave characteristics are in reality underdoped.	0
L088207005-CC.superconductors.tei.xml	ab-plane resistivities, ρ(T ), of six electron-doped films.	0
L088207005-CC.superconductors.tei.xml	For resistivities just above Tc, see .	0
L088207005-CC.superconductors.tei.xml	σ1(T ) at 50 kHz in six electron-doped films.	0
L088207005-CC.superconductors.tei.xml	Tc and ∆Tc are temperature and full-width of peak in σ1. .	0
L088207005-CC.superconductors.tei.xml	3.	0
L088207005-CC.superconductors.tei.xml	λ −2 (T ) for six electron-doped films.	0
L088207005-CC.superconductors.tei.xml	Relative uncertainty in λ −2 (0) in each material is ∼ 10%.	0
L088207005-CC.superconductors.tei.xml	First ∼ 5% drop in λ −2 (T )/λ −2 (0) for overdoped PCCO and LCCO films (thick lines), offset for clarity.	0
L088207005-CC.superconductors.tei.xml	Dotted curves are exponential fits, 1 − C∞e −D/t with t ≡ T /Tc, to the data over this range.	0
L088207005-CC.superconductors.tei.xml	Thin solid lines are best quadratic fits of the form 1 − (T /T0) 2 .	0
L088207005-CC.superconductors.tei.xml	Exponential fits are visibly superior.	0
L088207005-CC.superconductors.tei.xml	First ∼ 5% drop in λ −2 (T )/λ −2 (0) for optimally doped (upper curve) and underdoped (lower curves) electron-doped films, offset for clarity.	0
L088207005-CC.superconductors.tei.xml	Dotted curves are exponential fits, 1 − C∞e −D/t with t ≡ T /Tc, to the data over this range.	0
L088207005-CC.superconductors.tei.xml	Thin solid lines are best quadratic fits of the form 1 − (T /T0) 2 .	0
L088207005-CC.superconductors.tei.xml	Optimally doped LCCO is exponential, and the underdoped films are quadratic, at low temperatures.	0
L088207005-CC.superconductors.tei.xml	TABLE	0
L088207005-CC.superconductors.tei.xml	I. Properties of six electron-doped films.	0
L088207005-CC.superconductors.tei.xml	Ce doping, x, is measured by inductively coupled plasma spectroscopy and is known to better than ±0.005.	0
L088207005-CC.superconductors.tei.xml	d is film thickness.	0
L088207005-CC.superconductors.tei.xml	Tc and ∆Tc are location and full-width of peak in σ1.	0
L088207005-CC.superconductors.tei.xml	Absolute uncertainty in λ −2 (0) is ±10%.	0
L088207005-CC.superconductors.tei.xml	ρ(Tc + 5K) is the ab-plane resistivity just above Tc.	0
L088207005-CC.superconductors.tei.xml	C∞ and D are parameters of the exponential fit in Eq. .	0
L088207005-CC.superconductors.tei.xml	Film x d [Å] Tc [K] ∆Tc [K] λ(0) [Å] ρ(Tc + 5K) [µΩ cm] C∞ D underdoped LCCO 0.087 1250 28.7 0.8 3200 67 0.32 0.60 optimal LCCO 0.112 1250 29.3 0.9 2500 33 0.69 0.73 overdoped LCCO 0.135 1250 21.7 1.0 2200 15 0.92 0.46 underdoped PCCO 0.128 1000 22.5 1.8 3100 40 0.41 0.46 optimal PCCO 0.145 1000 24.2 1.0 1800 19 0.93 0.85 overdoped PCCO 0.156 1000 21.5 2.4 2000 18 0.55 0.55	0
L094127001-CC.superconductors.tei.xml	Muon-Spin-Rotation Measurements of the Penetration Depth in the Infinite-Layer Electron-Doped Cuprate Superconductor Sr	0
L094127001-CC.superconductors.tei.xml	Muon spin rotation (µSR) measurements of the in-plane penetration depth λ ab have been performed in the electron-doped infinite layer high-Tc superconductor (HTS) Sr0.9La0.1CuO2.	0
L094127001-CC.superconductors.tei.xml	Absence of the magnetic rare-earth ions in this compound allowed to measure for the first time the absolute value of λ ab (0) in electron-doped HTS using µSR.	0
L094127001-CC.superconductors.tei.xml	We found λ ab (0)=116(2) nm.	0
L094127001-CC.superconductors.tei.xml	The zerotemperature depolarization rate σ(0) ∝ 1/λ 2 ab (0)=4.6(1) µs −1 is more than four times higher than expected from the Uemura line.	0
L094127001-CC.superconductors.tei.xml	Therefore this electron-doped HTS does not follow the Uemura relation found for hole-doped HTS.	0
L094127001-CC.superconductors.tei.xml	PACS numbers: 74.72.-h, 76.75.+i, 74.25.Dw, 74.25.Ha	0
L094127001-CC.superconductors.tei.xml	The high-T c cuprate superconductors are obtained by doping holes or electrons into the antiferromagnetic (AF) insulating state.	0
L094127001-CC.superconductors.tei.xml	Both electron and hole-doped cuprates share a common building block, namely the copperoxygen plane and one would expect that the same pairing mechanism is applicable.	0
L094127001-CC.superconductors.tei.xml	There are a number of important differences, however, between the generic phase diagrams of the electron-doped and hole-doped materials.	0
L094127001-CC.superconductors.tei.xml	In order to elucidate the mechanism of high-T c superconductivity (HTS), it is very important to clarify the origin of similarities and differences between hole-doped (p-type) and electron-doped (n-type) cuprates.	0
L094127001-CC.superconductors.tei.xml	The magnetic field penetration depth	0
L094127001-CC.superconductors.tei.xml	λ is one of the fundamental lengths of a superconductor, related to the superfluid phase stiffness ρ s ∝ 1/λ 2 , or what is often referred to as superfluid density n s /m * ∝ 1/λ 2 (superconducting carrier concentration n s divided by the effective mass m * ).	0
L094127001-CC.superconductors.tei.xml	Accurate and precise measurements of the absolute value of λ(T → 0) are very important for understanding superconductivity in cuprates.	0
L094127001-CC.superconductors.tei.xml	The muonspin-rotation (µSR) technique provides a powerful tool to measure λ in type II superconductors.	0
L094127001-CC.superconductors.tei.xml	Detailed µSR investigations of polycrystalline HTS have demonstrated that λ can be obtained from the muon spin depolarization rate σ(T ) ∝ 1/λ 2 (T ), which probes the second moment of the magnetic field distribution in the mixed state .	0
L094127001-CC.superconductors.tei.xml	One of the most interesting result of µSR investigations in HTS is a remarkable proportionality between T c and the zero-temperature depolarization rate σ(0) ∝ 1/λ 2 (0) for a wide range of p-type underdoped HTS (so-called Uemura line) .	0
L094127001-CC.superconductors.tei.xml	This observation indicates that the superfluid density is an important quantity which determines T c in HTS.	0
L094127001-CC.superconductors.tei.xml	This is not expected in conventional BCS theory and therefore the Uemura relation has an important implication for the physics of HTS .	0
L094127001-CC.superconductors.tei.xml	Unfortunately, it is not known up to now whether the n-type cuprates also obey the Uemura relation.	0
L094127001-CC.superconductors.tei.xml	The large dynamic relaxation due to rare-earth magnetic moments in n-type cuprates R 2−x Ce x CuO 4−δ (R= Nd, Sm, Pr) with so called T ′ -structure prevented the determination of σ(0) in µSR experiments .	0
L094127001-CC.superconductors.tei.xml	Because of this problem, other techniques like microwave surface impedance and magnetization were used to determine the penetration depth in n-type cuprates.	0
L094127001-CC.superconductors.tei.xml	However, it is difficult to determine the absolute value of λ with these experiments and the reported values vary in a very wide range from 100 to 300 nm even for optimally doped samples.	0
L094127001-CC.superconductors.tei.xml	Therefore there is no consensus about the penetration depth value for n-type cuprates.	0
L094127001-CC.superconductors.tei.xml	Another difficulty concerns the quality of the samples.	0
L094127001-CC.superconductors.tei.xml	A long-standing mystery for the T ′ -structure n-type cuprates is the effect of an oxygen reducing procedure.	0
L094127001-CC.superconductors.tei.xml	Superconductivity shows up only when a minute amount (∆y ≈ 0.02) of interstitial oxygens are removed by the reducing procedure .	0
L094127001-CC.superconductors.tei.xml	The role of the tiny amount of interstitial oxygen is not clear up to now.	0
L094127001-CC.superconductors.tei.xml	The control of the oxygen content requires rather extreme conditions, such as temperatures as high as 850 • -950 • C in Ar, which is not far below the sintering temperature.	0
L094127001-CC.superconductors.tei.xml	Therefore the control of the sample quality and reproducibility becomes a serious problem.	0
L094127001-CC.superconductors.tei.xml	There exists another class of n-type cuprates (Sr,Ln)CuO 2 (Ln=La, Sm, Nd, Gd) with so-called infinite-layer structure .	0
L094127001-CC.superconductors.tei.xml	The n-type infinite-layer superconductors (ILS) have several merits.	0
L094127001-CC.superconductors.tei.xml	First, the simplest crystal structure among all HTS consisting of an infinite stacking of CuO 2 planes and (Sr, Ln) layers.	0
L094127001-CC.superconductors.tei.xml	The charge reservoir block commonly present in cuprates does not exist in the infinite-layer structure.	0
L094127001-CC.superconductors.tei.xml	Second, the stoi-chiometric oxygen content without vacancies or interstitial oxygen .	0
L094127001-CC.superconductors.tei.xml	Third, n-type ILS have much higher T c ≃ 43 K compared to the n-type cuprates with T ′ -structure T c ≃ 25 K. Although n-type ILS have existed for quite a while, not many studies of their physical properties were performed because of the lack of high-quality samples with a complete superconducting volume.	0
L094127001-CC.superconductors.tei.xml	Recently, high-quality n-type ILS samples of Sr 0.9 La 0.1 CuO 2 with a sharp superconducting transition T c ≃ 43 K were synthesized by using a cubic multi-anvil press .	1
L094127001-CC.superconductors.tei.xml	In this letter we report studies of the penetration depth λ in Sr 0.9 La 0.1 CuO 2 ILS using the transverse-field (TF) µSR technique.	0
L094127001-CC.superconductors.tei.xml	We confirmed microscopically that this compound is a bulk superconductor.	0
L094127001-CC.superconductors.tei.xml	Because of the absence of magnetic rare-earth ions, it was possible to measure the penetration depth in n-type HTS for the first time using µSR, yielding λ ab (0)=116(2) nm.	0
L094127001-CC.superconductors.tei.xml	The zero-temperature depolarization rate σ(0)=4.6(1) µs −1 is more than four times larger than expected from the Uemura plot.	0
L094127001-CC.superconductors.tei.xml	This shows that the n-type ILS does not follow the Uemura relation established in p-type HTS.	0
L094127001-CC.superconductors.tei.xml	The polycrystalline samples Sr 0.9 La 0.1 CuO 2 (SLCO) for this study were prepared with the high-pressure technique using a cubic multi-anvil press .	1
L094127001-CC.superconductors.tei.xml	Magnetization measurements showed a single sharp superconducting transition at T c ≃ 43 K and the saturation of the susceptibility at low temperatures indicating the good sample quality.	0
L094127001-CC.superconductors.tei.xml	The µSR measurements were performed at the Paul Scherrer Institute (PSI, Switzerland) using lowmomentum muons (29 MeV/c).	0
L094127001-CC.superconductors.tei.xml	A detailed discussion of the TF-µSR technique is given in where details of the application of the technique to the determination of λ can be found.	0
L094127001-CC.superconductors.tei.xml	shows TF-µSR muon-spin precession signals in an applied field of 600 mT above and below T c .	0
L094127001-CC.superconductors.tei.xml	For visualization purposes the apparent precession frequencies are modified from the actual precession frequencies by the use of a rotating reference frame.	0
L094127001-CC.superconductors.tei.xml	In the normal state above T c , the oscillation shows a small relaxation due to random local fields from nuclear magnetic moments.	0
L094127001-CC.superconductors.tei.xml	Below T c , the relaxation rate strongly increases due to the inhomogeneous field distribution of the flux line lattice.	0
L094127001-CC.superconductors.tei.xml	It is well known that in n-type cuprates there is a competition between the antiferromagnetically ordered state and superconductivity .	0
L094127001-CC.superconductors.tei.xml	The static magnetism, if present, could enhance the muon depolarization rate and falsify the interpretation of the TF-µSR results.	0
L094127001-CC.superconductors.tei.xml	We have therefore carried out zero-field (ZF) µSR experiments to determine whether such static magnetism exists in SLCO.	0
L094127001-CC.superconductors.tei.xml	Typical ZF-µSR spectra are shown in for temperatures above and below T c .	0
L094127001-CC.superconductors.tei.xml	The ZF relaxation is exponential with a small relaxation rate 0.149(4) µs −1 and 0.184(5) µs −1 at 50 and 2.5 K, respectively.	0
L094127001-CC.superconductors.tei.xml	Thus, there is no evidence for the static magnetism in SLCO down to 2.5 K. Moreover, the ZF relaxation rate is small and changes very little between 50 and 2.5 K. Therefore, the increase in TF relaxation rate below T c is attributed entirely to the vortex lattice.	0
L094127001-CC.superconductors.tei.xml	(a) TF-µSR spectra in Sr0.9La0.1CuO2 in a magnetic field of 0.6 T at temperatures T=50 K (above Tc) and T=2.5 K (below Tc).	0
L094127001-CC.superconductors.tei.xml	Solid lines represent fits using Eq. (1).	0
L094127001-CC.superconductors.tei.xml	(b) ZF-µSR spectra in Sr0.9La0.1CuO2 at 50 K and 2.5 K. Solid lines show fits using an exponential function.	0
L094127001-CC.superconductors.tei.xml	Detailed µSR experiments in polycrystalline HTS have shown that the internal field distribution in the mixed state can be well approximated by a Gaussian distribution .	0
L094127001-CC.superconductors.tei.xml	We used two Gaussian model for analyzing our asymmetry time spectra: where A i represent the asymmetries of the two components, σ i the muon depolarization rates, B i the local magnetic fields at the muon sites, γ=135.5 MHz/T is the muon gyromagnetic ratio and ϕ the initial phase.	0
L094127001-CC.superconductors.tei.xml	The solid lines in show the best fits to Eq. (1).	0
L094127001-CC.superconductors.tei.xml	The fit is statistically satisfactory (χ 2 criterion), as can be seen qualitatively in .	0
